id,firstName,lastName,age
128,Minnie,Williams,63,
5,Mickey,Johnson,73,
17,Alice,Miller,15,
95,Tom,Taylor,53,
25,Tom,Miller,59,
48,Daisy,Wilson,87,
1,Mickey,Wilson,73,
20,Minnie,Jones,79,
106,Minnie,Jones,29,
65,Jerry,Brown,94,
73,Jane,Taylor,83,
38,Mickey,Moore,68,
137,Tom,Davis,8,
34,Mickey,Smith,88,
15,Mickey,Johnson,94,
125,Jane,Johnson,4,
19,Daisy,Wilson,46,
23,John,Doe,0,
146,Donald,Taylor,35,
22,Tom,Moore,79,
75,Alice,Miller,95,
81,Daisy,Brown,49,
112,Alice,Brown,68,
26,Donald,Jones,96,
18,Mickey,Wilson,16,
101,Tom,Taylor,48,
104,Bob,Moore,31,
23,Minnie,Smith,96,
36,Alice,Johnson,65,
64,Jerry,Miller,80,
35,Jane,Jones,27,
16,Jane,Taylor,19,
4,Tom,Wilson,46,
59,Daisy,Davis,97,
2,John,Miller,16,
8,John,Brown,70,
57,Jerry,Davis,88,
23,John,Doe,0,
128,Minnie,Williams,63,
5,Mickey,Johnson,73,
17,Alice,Miller,15,
95,Tom,Taylor,53,
25,Tom,Miller,59,
48,Daisy,Wilson,87,
1,Mickey,Wilson,73,
20,Minnie,Jones,79,
106,Minnie,Jones,29,
65,Jerry,Brown,94,
73,Jane,Taylor,83,
38,Mickey,Moore,68,
137,Tom,Davis,8,
34,Mickey,Smith,88,
15,Mickey,Johnson,94,
125,Jane,Johnson,4,
19,Daisy,Wilson,46,
26,John,Doe,0,
146,Donald,Taylor,35,
22,Tom,Moore,79,
75,Alice,Miller,95,
81,Daisy,Brown,49,
112,Alice,Brown,68,
26,Donald,Jones,96,
18,Mickey,Wilson,16,
101,Tom,Taylor,48,
104,Bob,Moore,31,
23,Minnie,Smith,96,
36,Alice,Johnson,65,
64,Jerry,Miller,80,
35,Jane,Jones,27,
16,Jane,Taylor,19,
4,Tom,Wilson,46,
59,Daisy,Davis,97,
2,John,Miller,16,
8,John,Brown,70,
57,Jerry,Davis,88,
26,John,Doe,0,
86,Daisy,Taylor,61,
14,John,Taylor,73,
26,John,Doe,0,
26,John,Doe,0,
114,Bob,Jones,71,
117,Minnie,Smith,47,
84,Minnie,Wilson,25,
82,Bob,Williams,10,
128,Minnie,Williams,63,
5,Mickey,Johnson,73,
17,Alice,Miller,15,
95,Tom,Taylor,53,
25,Tom,Miller,59,
48,Daisy,Wilson,87,
1,Mickey,Wilson,73,
20,Minnie,Jones,79,
106,Minnie,Jones,29,
65,Jerry,Brown,94,
73,Jane,Taylor,83,
38,Mickey,Moore,68,
137,Tom,Davis,8,
34,Mickey,Smith,88,
15,Mickey,Johnson,94,
125,Jane,Johnson,4,
19,Daisy,Wilson,46,
82,John,Doe,0,
146,Donald,Taylor,35,
22,Tom,Moore,79,
75,Alice,Miller,95,
81,Daisy,Brown,49,
112,Alice,Brown,68,
26,Donald,Jones,96,
18,Mickey,Wilson,16,
101,Tom,Taylor,48,
104,Bob,Moore,31,
23,Minnie,Smith,96,
36,Alice,Johnson,65,
64,Jerry,Miller,80,
35,Jane,Jones,27,
16,Jane,Taylor,19,
4,Tom,Wilson,46,
59,Daisy,Davis,97,
2,John,Miller,16,
8,John,Brown,70,
57,Jerry,Davis,88,
82,John,Doe,0,
86,Daisy,Taylor,61,
14,John,Taylor,73,
82,John,Doe,0,
82,John,Doe,0,
114,Bob,Jones,71,
117,Minnie,Smith,47,
84,Minnie,Wilson,25,
82,Bob,Williams,10,
138,Donald,Williams,93,
92,Donald,Moore,96,
39,Minnie,Miller,25,
27,Daisy,Johnson,68,
74,Minnie,Brown,13,
21,Bob,Williams,10,
11,Jerry,Brown,25,
111,Minnie,Miller,83,
0,Jerry,Miller,56,
