id,firstName,lastName,age
8,John,Brown,70,
120,Jane,Davis,96,
41,Jane,Johnson,28,
55,Alice,Williams,28,
67,Jerry,Taylor,51,
32,Jerry,Davis,31,
41,John,Doe,0,
80,Bob,Miller,76,
100,John,Williams,43,
74,Minnie,Brown,13,
108,Jane,Williams,57,
113,Alice,Davis,27,
28,Mickey,Smith,40,
145,Jane,Johnson,24,
97,Donald,Johnson,34,
8,John,Brown,70,
120,Jane,Davis,96,
41,Jane,Johnson,28,
55,Alice,Williams,28,
67,Jerry,Taylor,51,
32,Jerry,Davis,31,
55,John,Doe,0,
80,Bob,Miller,76,
100,John,Williams,43,
74,Minnie,Brown,13,
108,Jane,Williams,57,
113,Alice,Davis,27,
28,Mickey,Smith,40,
145,Jane,Johnson,24,
97,Donald,Johnson,34,
91,Mickey,Jones,69,
55,John,Doe,0,
131,Donald,Davis,21,
22,Tom,Moore,79,
15,Mickey,Johnson,94,
109,Minnie,Miller,93,
142,John,Johnson,75,
8,John,Brown,70,
120,Jane,Davis,96,
41,Jane,Johnson,28,
55,Alice,Williams,28,
67,Jerry,Taylor,51,
32,Jerry,Davis,31,
55,John,Doe,0,
80,Bob,Miller,76,
100,John,Williams,43,
74,Minnie,Brown,13,
108,Jane,Williams,57,
113,Alice,Davis,27,
28,Mickey,Smith,40,
145,Jane,Johnson,24,
97,Donald,Johnson,34,
91,Mickey,Jones,69,
55,John,Doe,0,
131,Donald,Davis,21,
22,Tom,Moore,79,
15,Mickey,Johnson,94,
109,Minnie,Miller,93,
142,John,Johnson,75,
78,Jerry,Moore,32,
35,Jane,Jones,27,
71,Daisy,Smith,52,
8,John,Brown,70,
120,Jane,Davis,96,
41,Jane,Johnson,28,
55,Alice,Williams,28,
67,Jerry,Taylor,51,
32,Jerry,Davis,31,
55,John,Doe,0,
80,Bob,Miller,76,
100,John,Williams,43,
74,Minnie,Brown,13,
108,Jane,Williams,57,
113,Alice,Davis,27,
28,Mickey,Smith,40,
145,Jane,Johnson,24,
97,Donald,Johnson,34,
91,Mickey,Jones,69,
55,John,Doe,0,
131,Donald,Davis,21,
22,Tom,Moore,79,
15,Mickey,Johnson,94,
109,Minnie,Miller,93,
142,John,Johnson,75,
78,Jerry,Moore,32,
35,Jane,Jones,27,
71,Daisy,Smith,52,
106,Minnie,Jones,29,
55,John,Doe,0,
55,John,Doe,0,
8,John,Brown,70,
120,Jane,Davis,96,
41,Jane,Johnson,28,
55,Alice,Williams,28,
67,Jerry,Taylor,51,
32,Jerry,Davis,31,
78,John,Doe,0,
80,Bob,Miller,76,
100,John,Williams,43,
74,Minnie,Brown,13,
108,Jane,Williams,57,
113,Alice,Davis,27,
28,Mickey,Smith,40,
145,Jane,Johnson,24,
97,Donald,Johnson,34,
91,Mickey,Jones,69,
78,John,Doe,0,
131,Donald,Davis,21,
22,Tom,Moore,79,
15,Mickey,Johnson,94,
109,Minnie,Miller,93,
142,John,Johnson,75,
78,Jerry,Moore,32,
35,Jane,Jones,27,
71,Daisy,Smith,52,
